PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,Year
Firozabad,72,SC,Uttar Pradesh [1947 - 1999],Prabhudayal Katheria,Bharatiya Janta Party,"11,31,286","4,63,468",41.00%,"67,032",14.50%,1996
Gandhinagar,11,GEN,Gujarat,Atal Bihari Vajpayee,Bharatiya Janta Party,"17,52,944","4,98,010",28.40%,"1,88,872",37.90%,1996
Ganganagar,1,SC,Rajasthan,Nihal Chand,Bharatiya Janta Party,"11,80,035","5,16,622",43.80%,"55,634",10.80%,1996
Garhwal,2,GEN,Uttar Pradesh [1947 - 1999],Satpal Maharaj,All India Indira Congress (TIWARI),"9,71,613","4,23,910",43.60%,"15,020",3.50%,1996
Gauhati,7,GEN,Assam,Prabin Chandra Sarmah,Asom Gana Parisad,"11,70,068","8,72,505",74.60%,"1,14,397",13.10%,1996
Gaya,43,SC,Bihar [1947 - 1999],Bhagwati Devi,Janata Dal,"10,65,862","6,38,012",59.90%,"59,623",9.30%,1996
Ghatampur,63,SC,Uttar Pradesh [1947 - 1999],Kamal Rani,Bharatiya Janta Party,"10,87,112","4,49,012",41.30%,"11,151",2.50%,1996
Ghazipur,50,GEN,Uttar Pradesh [1947 - 1999],Manoj,Bharatiya Janta Party,"12,71,538","6,36,824",50.10%,"1,05,499",16.60%,1996
Ghosi,44,GEN,Uttar Pradesh [1947 - 1999],Kalapnath Rai,Independent,"12,01,951","6,06,943",50.50%,"14,552",2.40%,1996
Giridih,46,GEN,Bihar [1947 - 1999],Ravindra Kumar Pandey,Bharatiya Janta Party,"11,08,540","6,09,940",55.00%,"91,663",15.00%,1996
Gobichettipalayam,19,SC,Tamil Nadu,Shanmugasundaram V.P,Dravida Munetra Kazhagam,"9,71,883","6,91,388",71.10%,"1,42,968",20.70%,1996
Godda,28,GEN,Bihar [1947 - 1999],Jagdambi Prasad Yadav,Bharatiya Janta Party,"10,83,740","6,31,098",58.20%,"56,185",8.90%,1996
Godhra,18,GEN,Gujarat,Patel Shantilal Parsotamdas,Indian National Congress,"9,98,949","3,26,079",32.60%,"3,228",1.00%,1996
Gonda,33,GEN,Uttar Pradesh [1947 - 1999],Ketki Devi Singh,Bharatiya Janta Party,"11,57,038","5,23,192",45.20%,"67,149",12.80%,1996
Gopalganj,4,GEN,Bihar [1947 - 1999],Lal Babu Pd. Yadav,Janata Dal,"11,59,352","6,85,446",59.10%,"1,19,496",17.40%,1996
Gorakhpur,38,GEN,Uttar Pradesh [1947 - 1999],Avaidyanath,Bharatiya Janta Party,"12,24,971","5,69,269",46.50%,"56,880",10.00%,1996
Gulbarga,2,GEN,Karnataka,Qamarul Islam,Janata Dal,"12,04,474","5,80,679",48.20%,"15,545",2.70%,1996
Guna,4,GEN,Madhya Pradesh [1947 - 1999],Rajmata Vijaya Raje Scindia,Bharatiya Janta Party,"12,01,687","5,60,145",46.60%,"1,30,824",23.40%,1996
Guntur,15,GEN,Andhra Pradesh,Rayapati Samba Siva Rao,Indian National Congress,"12,70,532","7,45,023",58.60%,"68,499",9.20%,1996
Gurdaspur,1,GEN,Punjab,Sukhbuns Kaur,Indian National Congress,"10,50,121","6,87,387",65.50%,"74,547",10.80%,1996
Gwalior,3,GEN,Madhya Pradesh [1947 - 1999],Madhavrao Scindhiya,Madhya Pradesh Vikas Congress,"11,83,071","5,18,240",43.80%,"2,23,994",43.20%,1996
Hajipur,8,SC,Bihar [1947 - 1999],Ram Vilas Paswan,Janata Dal,"10,58,192","7,59,759",71.80%,"46,231",6.10%,1996
Hamirpur,60,GEN,Uttar Pradesh [1947 - 1999],Ganga Charan Rajput,Bharatiya Janta Party,"10,16,288","4,45,639",43.90%,"67,980",15.30%,1996
Hamirpur,4,SC,Himachal Pradesh,Major General Vikram Singh (RETD),Indian National Congress,"8,67,556","4,99,881",57.60%,"15,113",3.00%,1996
Hanamkonda,38,GEN,Andhra Pradesh,M. Kamaluddin Ahmed,Indian National Congress,"11,13,889","5,84,307",52.50%,"75,570",12.90%,1996
Hapur,79,GEN,Uttar Pradesh [1947 - 1999],Ramesh Chand Tomar,Bharatiya Janta Party,"14,93,707","6,95,482",46.60%,"94,449",13.60%,1996
Hardoi,19,SC,Uttar Pradesh [1947 - 1999],Jaiprakash,Bharatiya Janta Party,"10,83,292","4,08,207",37.70%,"23,318",5.70%,1996
Hardwar,85,SC,Uttar Pradesh [1947 - 1999],Harpal Sathi,Bharatiya Janta Party,"11,58,091","6,16,554",53.20%,"66,100",10.70%,1996
Hassan,19,GEN,Karnataka,Y N Rudreshagowda,Janata Dal,"11,34,805","7,72,298",68.10%,"80,787",10.50%,1996
Hathras,75,SC,Uttar Pradesh [1947 - 1999],Kishan Lal Diler,Bharatiya Janta Party,"11,12,622","4,34,103",39.00%,"1,11,794",25.80%,1996
Hazaribagh,48,GEN,Bihar [1947 - 1999],Mahabir Lal Viswakarma,Bharatiya Janta Party,"12,13,041","6,28,922",51.90%,"71,251",11.30%,1996
Hindupur,24,GEN,Andhra Pradesh,S.Ramachandra Reddy,Telugu Desam,"11,71,708","7,14,646",61.00%,"1,72,422",24.10%,1996
Hingoli,29,GEN,Maharashtra,Mane Shivaji Gyanbarao,Shiv Sena,"10,15,490","5,91,100",58.20%,"79,067",13.40%,1996
Hissar,9,GEN,Haryana,Jai Parkash S/o Harikesh,Haryana Vikas Party,"10,30,467","7,46,249",72.40%,"1,74,652",23.40%,1996
Hooghly,27,GEN,West Bengal,Rupchand Pal,Communist Party Of India (MARXIST),"10,95,875","9,34,941",85.30%,"38,497",4.10%,1996
Hoshangabad,29,GEN,Madhya Pradesh [1947 - 1999],Sartaj Singh,Bharatiya Janta Party,"10,77,648","5,84,096",54.20%,"52,527",9.00%,1996
Hoshiarpur,6,GEN,Punjab,Kanshi Ram,Bahujan Samaj Party,"10,36,111","5,93,425",57.30%,"10,944",1.80%,1996
Howrah,24,GEN,West Bengal,Priya Ranjan Das Munsi,Indian National Congress,"13,11,094","9,85,507",75.20%,"33,931",3.40%,1996
Hyderabad,30,GEN,Andhra Pradesh,Sultan Salahuddin Owaisi,All India Majlis-E-Ittehadul Muslimoon,"14,98,515","9,49,560",63.40%,"73,273",7.70%,1996
Ichalkaranji,47,GEN,Maharashtra,Awade Kallappa Baburao,Indian National Congress,"10,93,847","7,10,691",65.00%,"28,510",4.00%,1996
Idukki,14,GEN,Kerala,A.C.Jos,Indian National Congress,"10,34,335","7,29,832",70.60%,"30,140",4.10%,1996
Indore,37,GEN,Madhya Pradesh [1947 - 1999],Sau. Sumitra Mahajan,Bharatiya Janta Party,"12,39,628","6,74,473",54.40%,"1,04,433",15.50%,1996
Inner Manipur,1,GEN,Manipur,Th. Chaoba,Indian National Congress,"6,26,653","4,14,736",66.20%,"36,588",8.80%,1996
Jabalpur,25,GEN,Madhya Pradesh [1947 - 1999],Dada Baburao Paranjape,Bharatiya Janta Party,"12,17,255","5,36,039",44.00%,"93,680",17.50%,1996
Jadavpur,18,GEN,West Bengal,Krishna Bose,Indian National Congress,"13,13,111","10,75,315",81.90%,"13,038",1.20%,1996
Jagatsinghpur,7,SC,Orissa,Ranjib Biswal,Indian National Congress,"11,44,183","8,00,715",70.00%,"47,278",5.90%,1996
Jahanabad,41,GEN,Bihar [1947 - 1999],Ramashraya Prasad Singh,Communist Party Of India,"10,93,022","7,95,058",72.70%,"95,650",12.00%,1996
Jaipur,6,GEN,Rajasthan,Girdhari Lal Bhargava,Bharatiya Janta Party,"16,56,381","6,39,549",38.60%,"1,15,254",18.00%,1996
Jajpur,4,ST,Orissa,Anchal Das,Janata Dal,"10,76,547","6,42,252",59.70%,"3,873",0.60%,1996
Jalaun,62,SC,Uttar Pradesh [1947 - 1999],Bhanu Pratap Singh,Bharatiya Janta Party,"11,34,180","4,68,654",41.30%,"45,724",9.80%,1996
Jalesar,70,GEN,Uttar Pradesh [1947 - 1999],Om Pal Singh Nigar,Bharatiya Janta Party,"10,97,730","5,36,395",48.90%,"39,375",7.30%,1996
Jalgaon,17,GEN,Maharashtra,Gunwantrao Rambhau Sarode,Bharatiya Janta Party,"10,56,966","5,21,257",49.30%,"84,087",16.10%,1996
Jalna,32,GEN,Maharashtra,Pawar Uttamsing Rajdharsing,Bharatiya Janta Party,"10,72,289","6,26,742",58.50%,"1,18,630",18.90%,1996
Jalore,22,GEN,Rajasthan,Parsa Ram Meghwal,Indian National Congress,"12,58,268","4,74,688",37.70%,"5,842",1.20%,1996
Jalpaiguri,3,SC,West Bengal,Jitendra Nath Das,Communist Party Of India (MARXIST),"10,65,484","9,19,243",86.30%,"1,12,462",12.20%,1996
Jammu,6,GEN,Jammu & Kashmir,Mangat Ram Sharma,Indian National Congress,"12,06,499","5,81,314",48.20%,"46,733",8.00%,1996
Jamnagar,3,GEN,Gujarat,Koradia Chandreshbhai Valjibhai(C.PATEL),Bharatiya Janta Party,"9,12,427","3,24,518",35.60%,"21,747",6.70%,1996
Jamshedpur,50,GEN,Bihar [1947 - 1999],Bhardwaj Nitish Janardan,Bharatiya Janta Party,"11,38,130","6,73,748",59.20%,"55,137",8.20%,1996
Jangipur,8,GEN,West Bengal,Md. Idris Ali,Indian National Congress,"10,47,225","8,87,589",84.80%,"13,122",1.50%,1996
Janjgir,14,GEN,Madhya Pradesh [1947 - 1999],Manaharan Lal Pandey,Bharatiya Janta Party,"11,49,163","6,67,588",58.10%,"33,732",5.10%,1996
Jaunpur,48,GEN,Uttar Pradesh [1947 - 1999],Raj Keshar,Bharatiya Janta Party,"12,60,933","5,85,626",46.40%,"42,645",7.30%,1996
Jhabua,39,ST,Madhya Pradesh [1947 - 1999],Dileep Singh Bhuria,Indian National Congress,"10,59,977","5,02,609",47.40%,"27,899",5.60%,1996
Jhalawar,15,GEN,Rajasthan,Vasundhara Raje,Bharatiya Janta Party,"10,54,034","4,80,543",45.60%,"48,884",10.20%,1996
Jhanjharpur,14,GEN,Bihar [1947 - 1999],Devendra Prasad Yadav,Janata Dal,"10,57,257","6,71,933",63.60%,"78,149",11.60%,1996
Jhansi,61,GEN,Uttar Pradesh [1947 - 1999],Rajendra Agnihotri,Bharatiya Janta Party,"12,78,326","6,87,216",53.80%,"29,684",4.30%,1996
Jhargram,33,ST,West Bengal,Rupchand Murmu,Communist Party Of India (MARXIST),"9,43,958","8,27,962",87.70%,"3,47,264",41.90%,1996
Jhunjhunu,4,GEN,Rajasthan,Shees Ram Ola,All India Indira Congress (TIWARI),"12,84,328","6,55,953",51.10%,"12,799",2.00%,1996
Jodhpur,24,GEN,Rajasthan,Ashok Gahlot,Indian National Congress,"13,91,408","6,02,985",43.30%,"54,367",9.00%,1996
Jorhat,12,GEN,Assam,Bijoy Krishna Handique,Indian National Congress,"9,36,286","6,77,369",72.40%,"47,239",7.00%,1996
Joynagar,15,GEN,West Bengal,Sanat Kumar Mandal,Revolutionary Socialist Party,"10,63,564","8,94,592",84.10%,"1,43,927",16.10%,1996
Jullundur,4,SC,Punjab,Darbara Singh,Shiromani Akali Dal,"10,71,422","6,27,014",58.50%,"18,555",3.00%,1996
Junagadh,6,GEN,Gujarat,Chikhaliya Bhavnaben Devarajbhai,Bharatiya Janta Party,"10,51,940","3,37,702",32.10%,"1,08,672",32.20%,1996
Kaira,19,ST,Gujarat,Dinsha Patel,Indian National Congress,"10,34,342","3,71,499",35.90%,"49,571",13.30%,1996
Kairana,83,GEN,Uttar Pradesh [1947 - 1999],Munawwar Hasan,Samajwadi Party,"10,88,513","5,72,869",52.60%,"10,022",1.70%,1996
Kaiserganj,30,GEN,Uttar Pradesh [1947 - 1999],Beni Prasad Verma,Samajwadi Party,"10,95,140","5,21,141",47.60%,"23,923",4.60%,1996
Kakinada,7,GEN,Andhra Pradesh,Gopalakrishna Thota,Telugu Desam,"11,64,878","7,45,143",64.00%,"38,499",5.20%,1996
Kalahandi,14,GEN,Orissa,Bhakta Charan Das,Samata Party,"9,65,322","5,84,472",60.60%,"53,033",9.10%,1996
Kaliabor,11,GEN,Assam,Keshab Mahanta,Asom Gana Parisad,"9,99,960","7,78,723",77.90%,"1,616",0.20%,1996
Kanakapura,11,GEN,Karnataka,H D Kumaraswamy,Janata Dal,"17,24,264","10,66,862",61.90%,"1,07,404",10.10%,1996
Kanara,22,SC,Karnataka,Anant D. Hegde,Bharatiya Janta Party,"10,68,507","6,62,500",62.00%,"55,896",8.40%,1996
Kangra,3,GEN,Himachal Pradesh,Sat Mahajan,Indian National Congress,"8,75,520","5,36,078",61.20%,"37,524",7.00%,1996
Kanker,19,ST,Madhya Pradesh [1947 - 1999],Chhabila Arvind Netam,Indian National Congress,"9,78,117","5,79,770",59.30%,"24,420",4.20%,1996
Kannauj,67,GEN,Uttar Pradesh [1947 - 1999],Chandra Bhusan Singh Alias Munoo Baboo,Bharatiya Janta Party,"11,40,665","5,90,007",51.70%,"54,880",9.30%,1996
Kanpur,65,GEN,Uttar Pradesh [1947 - 1999],Jagatveer Singh Dron,Bharatiya Janta Party,"13,94,642","5,79,199",41.50%,"1,51,090",26.10%,1996
Kapadvanj,16,GEN,Gujarat,Chauhan Jaysinhji Mansingji,Bharatiya Janta Party,"11,02,487","3,09,748",28.10%,"83,937",27.10%,1996
Karad,45,GEN,Maharashtra,Chavan Prithviraj Dajisaheb,Indian National Congress,"10,15,322","6,27,156",61.80%,"1,49,596",23.90%,1996
Karimganj,1,SC,Assam,Dwaraka Nath Das,Bharatiya Janta Party,"8,76,542","7,03,354",80.20%,"32,749",4.70%,1996
Karimnagar,37,GEN,Andhra Pradesh,Lgandula Ramana,Telugu Desam,"12,43,641","7,00,484",56.30%,"51,761",7.40%,1996
Karnal,3,SC,Haryana,Ishwar Dayal Swami,Bharatiya Janta Party,"11,49,141","8,29,916",72.20%,"1,91,865",23.10%,1996
Karol Bagh,7,GEN,Delhi [1977 Onwards],Meira Kumar,Indian National Congress,"5,43,590","2,92,042",53.70%,"41,890",14.30%,1996
Karur,26,GEN,Tamil Nadu,Natrayan.K,Tamil Maanila Congress (MOOPANAR),"10,72,924","7,63,924",71.20%,"1,68,274",22.00%,1996
Kasaragod,1,GEN,Kerala,T. Govindan,Communist Party Of India (MARXIST),"11,19,715","8,12,375",72.60%,"74,730",9.20%,1996
Katihar,25,GEN,Bihar [1947 - 1999],Tariq Anwar,Indian National Congress,"9,95,649","6,46,733",65.00%,"88,286",13.70%,1996
Katwa,40,GEN,West Bengal,Mahaboob Zahedi,Communist Party Of India (MARXIST),"11,14,733","9,60,916",86.20%,"1,06,202",11.10%,1996
Kendrapara,5,ST,Orissa,Srikanta Kumar Jena,Janata Dal,"10,46,128","6,55,988",62.70%,"39,712",6.10%,1996
Keonjhar,21,ST,Orissa,Madhaba Sardar,Indian National Congress,"10,08,499","6,27,576",62.20%,"1,25,910",20.10%,1996
Khagaria,31,GEN,Bihar [1947 - 1999],Anil Kumar Yadav,Janata Dal,"10,33,568","6,83,001",66.10%,"12,377",1.80%,1996
Khajuraho,6,GEN,Madhya Pradesh [1947 - 1999],Uma Bharti,Bharatiya Janta Party,"12,86,423","6,73,043",52.30%,"1,31,090",19.50%,1996
Khalilabad,36,GEN,Uttar Pradesh [1947 - 1999],Surendra Yadav,Janata Dal,"11,73,445","5,96,019",50.80%,"43,188",7.20%,1996
Khammam,40,GEN,Andhra Pradesh,Veerabhadram Tammineni,Communist Party Of India (MARXIST),"12,32,719","8,95,441",72.60%,"63,291",7.10%,1996
Khandwa,34,GEN,Madhya Pradesh [1947 - 1999],Nand Kumar Singh Chouhan (NANDU BHAIYA),Bharatiya Janta Party,"10,50,533","5,89,011",56.10%,"94,350",16.00%,1996
Khargone,35,GEN,Madhya Pradesh [1947 - 1999],Rameshwar Pattidhar,Bharatiya Janta Party,"10,50,923","6,04,964",57.60%,"45,207",7.50%,1996
Khed,41,SC,Maharashtra,Sherkar Nivruttisheth Namdeo,Indian National Congress,"10,29,058","5,75,342",55.90%,"18,569",3.20%,1996
Kheri,15,GEN,Uttar Pradesh [1947 - 1999],Gaindanlal Kanaujiya,Bharatiya Janta Party,"12,11,803","4,86,835",40.20%,"5,444",1.10%,1996
Khunti,52,ST,Bihar [1947 - 1999],Kariya Munda,Bharatiya Janta Party,"8,23,012","4,32,147",52.50%,"27,672",6.40%,1996
Khurja,77,SC,Uttar Pradesh [1947 - 1999],Ashok Kumar Pradhan,Bharatiya Janta Party,"12,50,559","4,42,382",35.40%,"1,60,803",36.30%,1996
Kishanganj,23,GEN,Bihar [1947 - 1999],Taslimuddin,Janata Dal,"11,30,883","6,94,288",61.40%,"1,64,583",23.70%,1996
Kodarma,45,GEN,Bihar [1947 - 1999],Ritlal Prasad Verma,Bharatiya Janta Party,"11,14,679","6,29,464",56.50%,"46,954",7.50%,1996
Kokrajhar,5,ST,Assam,Louis Islary,Independent,"9,77,897","8,07,919",82.60%,"31,554",3.90%,1996
Kolaba,3,GEN,Maharashtra,Antulay Abdul Rahiman A. Gafoor,Indian National Congress,"10,85,702","6,39,816",58.90%,"4,007",0.60%,1996
Kolar,10,GEN,Karnataka,K H Muniyappa,Indian National Congress,"10,45,861","7,14,163",68.30%,"17,042",2.40%,1996
Kolhapur,48,GEN,Maharashtra,Gaikwad Udaysingrao Nanasaheb,Indian National Congress,"10,38,333","5,48,946",52.90%,"68,325",12.40%,1996
Kopargaon,40,GEN,Maharashtra,Badade Bhimrao Vishnuji,Bharatiya Janta Party,"9,24,596","5,20,793",56.30%,"20,251",3.90%,1996
Koppal,4,SC,Karnataka,Basavaraj Raya Reddy,Janata Dal,"11,67,339","6,23,051",53.40%,"75,841",12.20%,1996
Koraput,12,ST,Orissa,Giridhari Gamang,Indian National Congress,"10,16,453","5,43,960",53.50%,"1,37,653",25.30%,1996
Kota,14,GEN,Rajasthan,Dau Dayal Joshi,Bharatiya Janta Party,"11,66,466","5,26,810",45.20%,685,0.10%,1996
Kottayam,13,GEN,Kerala,Remesh Chennithala,Indian National Congress,"9,68,334","7,01,660",72.50%,"67,048",9.60%,1996
Krishnagar,11,GEN,West Bengal,Ajoay Mukhopadhyay,Communist Party Of India (MARXIST),"10,69,985","9,11,616",85.20%,"38,910",4.30%,1996
Krishnagiri,14,GEN,Tamil Nadu,Narasimhan C,Tamil Maanila Congress (MOOPANAR),"10,77,964","7,15,036",66.30%,"1,94,676",27.20%,1996
Kurnool,26,GEN,Andhra Pradesh,Kotla Vijaya Bhaskara Reddy,Indian National Congress,"11,49,138","7,12,995",62.10%,"32,819",4.60%,1996
Kurukshetra,2,GEN,Haryana,Om Parkash Jindal,Haryana Vikas Party,"11,00,534","8,29,029",75.30%,"51,777",6.20%,1996
Kutch,1,SC,Gujarat,Gadhvi Pushpadan Shambhudan,Bharatiya Janta Party,"8,26,716","3,16,711",38.30%,"1,01,972",32.20%,1996
Ladakh,4,GEN,Jammu & Kashmir,Phuntsog Namgyal,Indian National Congress,"1,31,402","1,06,347",80.90%,"10,135",9.50%,1996
Lakhimpur,14,GEN,Assam,Arun Kr. Sarma,Asom Gana Parisad,"9,21,444","7,07,589",76.80%,"3,440",0.50%,1996
Lakshadweep,1,ST,Lakshadweep,P M Sayeed,Indian National Congress,"34,111","30,373",89.00%,"1,034",3.40%,1996
Lalganj,46,SC,Uttar Pradesh [1947 - 1999],Bali Ram,Bahujan Samaj Party,"13,02,152","6,18,690",47.50%,"54,190",8.80%,1996
Latur,35,GEN,Maharashtra,Shivraj Vishwanath Patil,Indian National Congress,"10,45,017","6,83,273",65.40%,"79,372",11.60%,1996
Lohardaga,53,ST,Bihar [1947 - 1999],Lalit Oraon,Bharatiya Janta Party,"9,38,725","4,86,746",51.90%,"40,569",8.30%,1996
Lucknow,20,GEN,Uttar Pradesh [1947 - 1999],Atal Bihari Vajpayee,Bharatiya Janta Party,"14,88,169","7,69,886",51.70%,"1,18,671",15.40%,1996
Ludhiana,9,SC,Punjab,Amrik Singh Aliwal,Shiromani Akali Dal,"13,37,591","8,03,903",60.10%,"71,250",8.90%,1996
Machhlishahr,47,GEN,Uttar Pradesh [1947 - 1999],Ram Vilas Veddanti,Bharatiya Janta Party,"12,40,619","5,92,055",47.70%,"43,130",7.30%,1996
Machilipatnam,12,GEN,Andhra Pradesh,Satyanarayana Kaikala,Telugu Desam,"10,02,527","7,10,399",70.90%,"81,507",11.50%,1996
Madhepura,21,GEN,Bihar [1947 - 1999],Sharad Yadav,Janata Dal,"9,99,278","6,24,787",62.50%,"2,37,144",38.00%,1996
Madhubani,13,GEN,Bihar [1947 - 1999],Chaturanan Mishra,Communist Party Of India,"11,06,232","6,07,552",54.90%,"53,980",8.90%,1996
Madras Central,2,GEN,Tamil Nadu,Murasoli Maran,Dravida Munetra Kazhagam,"10,36,649","5,98,008",57.70%,"2,80,467",46.90%,1996
Madras North,1,SC,Tamil Nadu,Somu N.V.N,Dravida Munetra Kazhagam,"15,53,112","8,67,464",55.90%,"3,89,617",44.90%,1996
Madras South,3,GEN,Tamil Nadu,Baalu T.R,Dravida Munetra Kazhagam,"15,72,764","8,85,229",56.30%,"3,39,181",38.30%,1996
Madurai,24,GEN,Tamil Nadu,Ram Babu A.G.S,Tamil Maanila Congress (MOOPANAR),"12,00,197","7,47,383",62.30%,"1,89,806",25.40%,1996
Mahabubnagar,29,GEN,Andhra Pradesh,Mallikarjun,Indian National Congress,"12,43,625","7,44,665",59.90%,"5,498",0.70%,1996
Maharajganj,6,GEN,Bihar [1947 - 1999],Ram Bahadur Singh,Samata Party,"9,85,888","6,06,896",61.60%,"1,52,854",25.20%,1996
Maharajganj,39,GEN,Uttar Pradesh [1947 - 1999],Pankaj Chaudhary,Bharatiya Janta Party,"10,90,652","6,16,754",56.60%,"33,550",5.40%,1996
Mahasamund,18,GEN,Madhya Pradesh [1947 - 1999],Pawan Diwan,Indian National Congress,"10,18,379","6,25,749",61.50%,"6,940",1.10%,1996
Mahendragarh,7,GEN,Haryana,Ram Singh,Bharatiya Janta Party,"12,37,989","8,19,455",66.20%,"48,035",5.90%,1996
Mainpuri,69,GEN,Uttar Pradesh [1947 - 1999],Mulayam Singh Yadav,Samajwadi Party,"10,95,625","6,51,766",59.50%,"51,958",8.00%,1996
Malda,7,GEN,West Bengal,Abul Barkat Ataul G K Choudhury,Indian National Congress,"10,13,006","8,76,253",86.50%,"89,822",10.30%,1996
Malegaon,13,GEN,Maharashtra,Raut Kacharu Bhau,Bharatiya Janta Party,"10,56,717","4,40,882",41.70%,"12,881",2.90%,1996
Mandi,2,GEN,Himachal Pradesh,Sukh Ram,Indian National Congress,"9,09,750","5,30,204",58.30%,"1,53,223",28.90%,1996
Mandla,24,ST,Madhya Pradesh [1947 - 1999],Faggansingh Kulaste,Bharatiya Janta Party,"9,55,278","5,95,112",62.30%,"64,620",10.90%,1996
Mandsaur,40,GEN,Madhya Pradesh [1947 - 1999],Laxminarian Pandey,Bharatiya Janta Party,"11,57,505","7,12,130",61.50%,"79,848",11.20%,1996
Mandvi,25,GEN,Gujarat,Gamit Chhitubhai Devjibhai,Indian National Congress,"10,43,773","5,01,507",48.10%,"30,360",6.10%,1996
Mandya,14,GEN,Karnataka,Krishna,Janata Dal,"10,40,251","7,45,896",71.70%,"33,386",4.50%,1996
Mangaldoi,8,GEN,Assam,Birendra Prasad Baishya,Asom Gana Parisad,"10,49,353","8,35,009",79.60%,"99,132",11.90%,1996
Mangalore,17,GEN,Karnataka,V Dhananjaya Kumar,Bharatiya Janta Party,"9,64,856","6,94,171",72.00%,"14,499",2.10%,1996
Manjeri,5,GEN,Kerala,E.Ahammed,Muslim Leage,"11,53,025","7,95,721",69.00%,"54,971",6.90%,1996
Mathura,74,GEN,Uttar Pradesh [1947 - 1999],Tej Veer Singh,Bharatiya Janta Party,"11,61,051","5,05,120",43.50%,"64,572",12.80%,1996
Mathurapur,16,GEN,West Bengal,Radhika Ranjan Pramanik,Communist Party Of India (MARXIST),"10,15,000","8,75,404",86.30%,"16,068",1.80%,1996
Mavelikara,16,SC,Kerala,P.J.Kurien,Indian National Congress,"8,80,820","6,33,593",71.90%,"21,076",3.30%,1996
Mayiladuturai,29,SC,Tamil Nadu,Rajendiran P.V,Tamil Maanila Congress (MOOPANAR),"9,50,926","6,90,094",72.60%,"1,53,544",22.20%,1996
Mayurbhanj,1,GEN,Orissa,Sushila Tiriya,Indian National Congress,"9,35,029","5,74,112",61.40%,"1,11,189",19.40%,1996
Medak,33,GEN,Andhra Pradesh,M. Baaga Reddy,Indian National Congress,"12,28,169","7,87,529",64.10%,"27,489",3.50%,1996
Meerut,80,GEN,Uttar Pradesh [1947 - 1999],Amar Pal Singh,Bharatiya Janta Party,"12,47,506","6,46,183",51.80%,"1,68,116",26.00%,1996
Mehsana,12,GEN,Gujarat,Dr. A.K. Patel,Bharatiya Janta Party,"10,60,992","4,78,683",45.10%,"1,25,151",26.10%,1996
Midnapore,32,GEN,West Bengal,Indrajit Gupta,Communist Party Of India,"10,51,814","8,89,188",84.50%,"2,10,649",23.70%,1996
Miryalguda,42,GEN,Andhra Pradesh,Narsimha Reddy Baddam,Indian National Congress,"12,67,248","8,46,166",66.80%,"43,876",5.20%,1996
Mirzapur,54,GEN,Uttar Pradesh [1947 - 1999],Phulan Devi,Samajwadi Party,"13,15,877","7,16,958",54.50%,"37,046",5.20%,1996
Misrikh,18,SC,Uttar Pradesh [1947 - 1999],Chaudhary Paragi Lal,Bharatiya Janta Party,"10,81,246","4,66,046",43.10%,"9,215",2.00%,1996
Mizoram,1,ST,Mizoram,Silvera C.,Indian National Congress,"4,08,094","2,99,593",73.40%,"14,481",4.80%,1996
Mohanlalganj,21,SC,Uttar Pradesh [1947 - 1999],Purnima Verma,Bharatiya Janta Party,"11,14,946","4,73,918",42.50%,"32,439",6.80%,1996
Monghyr,32,GEN,Bihar [1947 - 1999],Brahmanand Mandal,Samata Party,"11,32,807","7,42,042",65.50%,"21,146",2.80%,1996
Moradabad,7,GEN,Uttar Pradesh [1947 - 1999],Shafiqur Rahman Warq,Samajwadi Party,"11,22,457","6,44,081",57.40%,"1,885",0.30%,1996
Morena,1,SC,Madhya Pradesh [1947 - 1999],Ashok Argal,Bharatiya Janta Party,"12,17,163","4,10,375",33.70%,"37,979",9.30%,1996
Mormugao,2,GEN,Goa,Alemao Churchil Braz,United Goans Democratic Party,"4,81,634","2,73,466",56.80%,"25,292",9.20%,1996
Motihari,3,GEN,Bihar [1947 - 1999],Radha Mohan Singh,Bharatiya Janta Party,"11,15,608","6,18,512",55.40%,"1,27,809",20.70%,1996
Mukundapuram,10,GEN,Kerala,P. C.Chacko,Indian National Congress,"10,04,427","7,49,439",74.60%,"24,757",3.30%,1996
Mumbai North,9,SC,Maharashtra,Ram Naik,Bharatiya Janta Party,"21,56,292","8,71,802",40.40%,"2,56,260",29.40%,1996
Mumbai North Central,6,GEN,Maharashtra,Narayan Gajanan Athawale,Shiv Sena,"11,18,207","5,12,190",45.80%,"89,199",17.40%,1996
Mumbai North East,7,SC,Maharashtra,Pramod Mahajan,Bharatiya Janta Party,"19,30,084","9,26,340",48.00%,"1,91,563",20.70%,1996
Mumbai North West,8,GEN,Maharashtra,Madhukar Sirpotdar,Shiv Sena,"15,17,813","7,14,962",47.10%,"88,469",12.40%,1996
Mumbai South,4,GEN,Maharashtra,Jayawantiben Mehta,Bharatiya Janta Party,"7,10,750","3,14,158",44.20%,"23,208",7.40%,1996
Mumbai South Central,5,GEN,Maharashtra,Mohan Vishnu Rawale,Shiv Sena,"8,02,038","3,71,168",46.30%,"58,652",15.80%,1996
Murshidabad,9,GEN,West Bengal,Masudal Hossain Syed,Communist Party Of India (MARXIST),"11,37,493","9,96,549",87.60%,"37,185",3.70%,1996
Muvattupuzha,12,GEN,Kerala,P C Thomas,Kerala Congress(M),"9,75,024","7,19,419",73.80%,"1,21,896",16.90%,1996
